Date & Year,Stadium,Match format,Country,Bowler name,Bowling Hand,Over number,Bowler type,Delivery type,Speed of delivery,Shot played,Runs/W,Unnamed: 12,Unnamed: 13,Unnamed: 14
"10 Feb, 2018",Johannesburg,ODI,South Africa,Andile Phehlukwayo,Right,20.4,Fast,Short Ball,,Pull Shot,2,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Andile Phehlukwayo,Right,20.5,Fast,Good length,,Flick,1,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Morne Morkel,Right,21.1,Fast,Full ball,,Flick,2,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Morne Morkel,Right,21.2,Fast,Good length,,Off Drive,4,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Morne Morkel,Right,21.3,Fast,Short Ball,,Flick,0,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Morne Morkel,Right,21.4,Fast,Good length,,Square Drive,0,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Morne Morkel,Right,21.5,Fast,Short Ball,,Front Foot Defence,1,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Andile Phehlukwayo,Right,22.1,Fast,Good length,,Front foot defence,0,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Andile Phehlukwayo,Right,22.2,Fast,Good length,,Flick,1,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Morne Morkel,Right,23.3,Fast,Good length,,Back Foot Defence,4,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Morne Morkel,Right,23.4,Fast,Short Ball,,Square Drive,1,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,JP Duminy,Right,24.2,Spin,Good length,,On Drive,1,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,JP Duminy,Right,24.4,Spin,Full ball,,On Drive,1,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,JP Duminy,Right,24.6,Spin,Full ball,,On Drive,0,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Lungi Ngidi,Right,25.3,Fast,Bouncer,,Pull Shot,0,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Lungi Ngidi,Right,25.4,Fast,Short Ball,,Back Foot Defence,1,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,JP Duminy,Right,26.3,Spin,Good length,,Flick,2,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,JP Duminy,Right,26.4,Spin,Full ball,,Cover Drive,4,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,JP Duminy,Right,26.5,Spin,Full ball,,Off Drive,1,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Lungi Ngidi,Right,27.1,Fast,Short Ball,,Flick,0,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Lungi Ngidi,Right,27.2,Fast,Back of a length,,Square Drive,1,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,JP Duminy,Right,28.3,Spin,Good length,,Front foot defence,0,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,JP Duminy,Right,28.4,Spin,Full ball,,Cover Drive,1,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Lungi Ngidi,Right,29.1,Fast,Short Ball,,Flick,1,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Lungi Ngidi,Right,29.5,Fast,Slower,,Flick,0,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Lungi Ngidi,Right,29.6,Fast,Back of a length,,Square Drive,1,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,JP Duminy,Right,30.1,Spin,Full ball,,Flick,0,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,JP Duminy,Right,30.2,Spin,Short Ball,,Paddle Sweep,1,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,JP Duminy,Right,30.4,Spin,Good length,,Flick,1,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,JP Duminy,Right,30.6,Spin,Good length,,Flick,1,,,
"10 Feb, 2018",Johannesburg,ODI,South Africa,Chris Morris,Right,31.1,Fast,Short Ball,,Off Drive,Wicket,,75/83,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Kagiso Rabada,Right,7.3,Fast,Full ball,,Flick,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Kagiso Rabada,Right,7.4,Fast,Full ball,,Flick,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Kagiso Rabada,Right,7.5,Fast,Full ball,,Flick,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Kagiso Rabada,Right,7.6,Fast,Straight Seam,,Flick,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Morne Morkel,Right,8.6,Fast,Good length,,Leave,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Kagiso Rabada,Right,9.2,Fast,Good length,145.0,Off Drive,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Kagiso Rabada,Right,9.3,Fast,Full ball,147.0,Flick,2,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Kagiso Rabada,Right,9.4,Fast,Good length,,Forward Defence,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Kagiso Rabada,Right,9.5,Fast,Good length,144.0,Front foot defence,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Kagiso Rabada,Right,9.6,Fast,Good length,142.0,Cover Drive,1,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Lungi Ngidi,Right,10.1,Fast,Good length,,Flick,1,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Lungi Ngidi,Right,10.5,Fast,Back of a length,,Back Foot Defence,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Lungi Ngidi,Right,10.6,Fast,Short Ball,,Flick,1,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Andile Phehlukwayo,Right,11.1,Fast,Full ball,,Cover Drive,4,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Andile Phehlukwayo,Right,11.2,Fast,Good length,,Flick,1,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Andile Phehlukwayo,Right,11.4,Fast,Slower,,Square Drive,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Andile Phehlukwayo,Right,11.5,Fast,Slower,,Leave,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Andile Phehlukwayo,Right,11.6,Fast,Back of a length,,Back Foot Defence,1,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Lungi Ngidi,Right,12.1,Fast,Full ball,,Front foot defence,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Lungi Ngidi,Right,12.2,Fast,Short Ball,,Flick,1,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Lungi Ngidi,Right,12.4,Fast,Good length,,Front foot defence,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Lungi Ngidi,Right,12.5,Fast,Short Ball,,Back Foot Defence,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Lungi Ngidi,Right,12.6,Fast,Good length,,Leave,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Andile Phehlukwayo,Right,13.2,Fast,Full ball,,Cover Drive,1,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Andile Phehlukwayo,Right,13.5,Fast,Good length,,Front foot defence,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Andile Phehlukwayo,Right,13.6,Fast,Good length,,Square Drive,2,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Lungi Ngidi,Right,14.5,Fast,Full ball,,On Drive,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Lungi Ngidi,Right,14.6,Fast,Short Ball,,Flick,1,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Andile Phehlukwayo,Right,15.1,Fast,Short Ball,,Pull Shot,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Andile Phehlukwayo,Right,15.2,Fast,Full ball,,Square Drive,2,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Andile Phehlukwayo,Right,15.3,Fast,Back of a length,,On Drive,2,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Andile Phehlukwayo,Right,15.4,Fast,Short Ball,,Pull Shot,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Andile Phehlukwayo,Right,15.5,Fast,Straight Seam,,Leave,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Andile Phehlukwayo,Right,15.6,Fast,Good length,,Leave,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Lungi Ngidi,Right,16.6,Fast,Short Ball,,Pull Shot,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,JP Duminy,Right,17.5,Spin,Full ball,,Flick,1,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Tabraiz Shamsi,Left,18.2,Spin,Good length,,Front foot defence,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Tabraiz Shamsi,Left,18.3,Spin,Good length,,Flick,1,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,JP Duminy,Right,19.1,Spin,Full ball,,Off Drive,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,JP Duminy,Right,19.2,Spin,Good length,,Flick,1,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Tabraiz Shamsi,Left,20.1,Spin,Full ball,,Off Drive,1,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,JP Duminy,Right,21.1,Spin,Short Ball,,Back Foot Defence,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,JP Duminy,Right,21.2,Spin,Short Ball,,Back Foot Defence,1,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,JP Duminy,Right,21.5,Spin,Full ball,,Cover Drive,1,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Tabraiz Shamsi,Left,22.1,Spin,Good length,,Cover Drive,2,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Tabraiz Shamsi,Left,22.2,Spin,Full ball,,Front foot defence,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Tabraiz Shamsi,Left,22.3,Spin,Good length,,Flick,1,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,JP Duminy,Right,23.1,Spin,Yorker,,Front foot defence,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,JP Duminy,Right,23.2,Spin,Full ball,,Flick,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,JP Duminy,Right,23.3,Spin,Short Ball,,Back Foot Defence,1,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Tabraiz Shamsi,Left,24.2,Spin,Good length,,Flick,0,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Tabraiz Shamsi,Left,24.3,Spin,Short Ball,,Back Foot Defence,1,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Morne Morkel,Right,25.1,Fast,Good length,,Leave,4,,,
"13 Feb, 2018",Gqeberha,ODI,South Africa,Morne Morkel,Right,25.2,Fast,Good length,,Flick,1,,36/54,Run Out
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,3.5,Fast,Short Ball,,Back Foot Defence,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,3.6,Fast,Full ball,,Leave,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Morne Morkel,Right,4.6,Fast,Short Ball,,Back Foot Defence,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,5.2,Fast,Short Ball,,Leave,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,5.3,Fast,Short Ball,,Flick,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,5.4,Fast,Full ball,,Flick,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Morne Morkel,Right,6.1,Fast,Bouncer,,Pull Shot,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Morne Morkel,Right,6.2,Fast,Good length,,Leave,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Morne Morkel,Right,6.3,Fast,Short Ball,,Cover Drive,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,7.1,Fast,Good length,,Square Drive,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,7.3,Fast,Bouncer,,Back Foot Defence,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,7.4,Fast,Bouncer,,Pull Shot,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,7.5,Fast,Short Ball,,Pull Shot,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,7.6,Fast,Good length,,Off Drive,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Morne Morkel,Right,8.1,Fast,Short Ball,,Square Drive,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Morne Morkel,Right,8.5,Fast,Short Ball,,Flick,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Morne Morkel,Right,8.6,Fast,Short Ball,,Cover Drive,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,9.3,Fast,Good length,,Front foot defence,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,9.4,Fast,Short Ball,,Back Foot Defence,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,9.5,Fast,Full ball,,Straight Drive,3,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,10.1,Fast,Good length,,Square Drive,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,10.2,Fast,Short Ball,,Square Drive,2,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,10.3,Fast,Bouncer,,Pull Shot,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,10.4,Fast,Good length,,Square Drive,2,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,10.5,Fast,Slower,,Pull Shot,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,11.2,Fast,Short Ball,,Square Drive,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,11.4,Fast,Full ball,,Off Drive,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,11.5,Fast,Bouncer,137.0,Leave,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,11.6,Fast,Full ball,,Forward Defence,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,12.6,Fast,Full ball,,Flick,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,13.3,Fast,Good length,,Front foot defence,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,13.4,Fast,Good length,,Cover Drive,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,13.5,Fast,Full ball,,Off Drive,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Morne Morkel,Right,14.3,Fast,Full ball,,Flick,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,15.2,Fast,Back of length,,Front foot defence,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,15.3,Fast,Full ball,,Straight Drive,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,15.4,Fast,Good length,,Front foot defence,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,15.5,Fast,Slower,,Pull Shot,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,15.6,Fast,Bouncer,,Scoop Shot,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Morne Morkel,Right,16.2,Fast,Back of length,,Front foot defence,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Morne Morkel,Right,16.3,Fast,Good length,,Straight Drive,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Morne Morkel,Right,16.4,Fast,Back of length,,Leave,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Morne Morkel,Right,16.5,Fast,Back of length,,Square Drive,2,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Morne Morkel,Right,16.6,Fast,Good length,,Square Drive,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,17.4,Fast,Good length,,Off Drive,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,17.5,Fast,Back of length,,Square Drive,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,17.6,Fast,Full ball,,Straight Drive,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,18.5,Spin,Leg spin,,Front foot defence,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,18.6,Spin,Full ball,,Off Drive,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,19.1,Fast,Short Ball,,Square Drive,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,19.2,Fast,Good length,,Cover Drive,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,19.3,Fast,Good length,,Off Drive,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,19.5,Fast,Good length,,Forward Defence,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,19.6,Fast,Back of length,,Square Drive,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,20.2,Spin,Full ball,,Off Drive,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,20.5,Spin,Full ball,,Flick,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,21.1,Fast,Short Ball,,Flick,2,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,21.2,Fast,Short Ball,,Cover Drive,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,21.3,Fast,Short Ball,,Flick,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,21.4,Fast,Bouncer,,Pull Shot,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,22.1,Spin,Leg spin,100.0,Cover Drive,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,22.2,Spin,Leg spin,,Leave,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,22.3,Spin,Leg spin,96.0,On Drive,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,22.5,Spin,Leg spin,,Flick,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,23.1,Fast,Back of length,,Square Drive,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,23.2,Fast,Back of length,,Square Drive,2,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,23.3,Fast,Back of length,,Front foot defence,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,23.4,Fast,Short Ball,,Pull Shot,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,23.5,Fast,Back of length,,Square Drive,2,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Andile Phehlukwayo,Right,23.6,Fast,Slower,105.0,Straight Drive,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,24.1,Spin,Full ball,,Cover Drive,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,24.2,Spin,Full toss,,Straight Drive,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,24.3,Spin,Leg spin,,Square Drive,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,24.4,Spin,Leg spin,,Leave,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,24.5,Spin,Googly,,Cover Drive,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,25.1,Fast,Bouncer,,Leave,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,25.2,Fast,Full ball,,Cover Drive,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,25.3,Fast,Bouncer,,Leave,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,25.4,Fast,Short Ball,,Square Drive,2,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,25.5,Fast,Short Ball,,Pull Shot,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Chris Morris,Right,25.6,Fast,Back of length,,Square Drive,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,26.6,Spin,Full ball,,Off Drive,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,28.2,Spin,Leg spin,,Square Drive,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,28.4,Spin,Full ball,,Flick,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,29.1,Fast,Back of length,,Forward Defence,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,29.2,Fast,Back of length,,Flick,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,29.3,Fast,Short Ball,,Pull Shot,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,29.4,Fast,Bouncer,,Pull Shot,4,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,29.5,Fast,Full toss,,Flick,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,30.3,Spin,Leg spin,,Square Drive,2,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,30.4,Spin,Leg spin,,Sweep,6,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,30.5,Spin,Leg spin,,Sweep,6,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,30.6,Spin,Leg spin,,Cover Drive,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,31.4,Fast,Bouncer,,Leave,0,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Lungi Ngidi,Right,31.5,Fast,Short Ball,,Pull Shot,1,,,
"16 Feb, 2018",Centurion,ODI,South Africa,Imran Tahir,Right,32.1,Spin,Full ball,,Straight Drive,4,,129/96*,
"12 Jul, 2018",Nottingham,ODI,England,Mark Wood,Right,8.1,Fast,Short Ball,,Back Foot Defence,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Mark Wood,Right,8.2,Fast,Full ball,,Cover Drive,4,,,
"12 Jul, 2018",Nottingham,ODI,England,Mark Wood,Right,8.3,Fast,Good length,,Square Drive,1,,,
"12 Jul, 2018",Nottingham,ODI,England,Liam Plunkett,Right,9.1,Fast,Short Ball,,Square Drive,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Liam Plunkett,Right,9.2,Fast,Good length,,Front Foot Defence,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Liam Plunkett,Right,9.3,Fast,Good length,,Square Drive,1,,,
"12 Jul, 2018",Nottingham,ODI,England,Ben Stokes,Right,10.2,Fast,Full ball,,Flick,1,,,
"12 Jul, 2018",Nottingham,ODI,England,Ben Stokes,Right,10.5,Fast,Good length,,Front Foot Defence,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Ben Stokes,Right,10.6,Fast,Straight Seam,,Flick,2,,,
"12 Jul, 2018",Nottingham,ODI,England,Liam Plunkett,Right,11.4,Fast,Good length,,Square Drive,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Liam Plunkett,Right,11.5,Fast,Short Ball,,Flick,2,,,
"12 Jul, 2018",Nottingham,ODI,England,Liam Plunkett,Right,11.6,Fast,Yorker,,On Drive,1,,,
"12 Jul, 2018",Nottingham,ODI,England,Adil Rashid,Right,12.1,Spin,Full ball,,Cover Drive,1,,,
"12 Jul, 2018",Nottingham,ODI,England,Adil Rashid,Right,12.5,Spin,Full ball,,Cover Drive,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Adil Rashid,Right,12.6,Spin,Short Ball,,Square Drive,4,,,
"12 Jul, 2018",Nottingham,ODI,England,Liam Plunkett,Right,13.2,Fast,Short Ball,,Flick,1,,,
"12 Jul, 2018",Nottingham,ODI,England,Liam Plunkett,Right,13.5,Fast,Good length,,Flick,2,,,
"12 Jul, 2018",Nottingham,ODI,England,Liam Plunkett,Right,13.6,Fast,Full ball,,On Drive,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Adil Rashid,Right,14.3,Spin,Leg spin,,Leave,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Adil Rashid,Right,14.4,Spin,Full ball,,On Drive,1,,,
"12 Jul, 2018",Nottingham,ODI,England,Liam Plunkett,Right,15.1,Fast,Short Ball,,Leave,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Liam Plunkett,Right,15.2,Fast,Full ball,,On Drive,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Liam Plunkett,Right,15.3,Fast,Good length,,Flick,1,,,
"12 Jul, 2018",Nottingham,ODI,England,Liam Plunkett,Right,15.6,Fast,Full ball,,Flick,4,,,
"12 Jul, 2018",Nottingham,ODI,England,Adil Rashid,Right,16.2,Spin,Short Ball,,Square Drive,2,,,
"12 Jul, 2018",Nottingham,ODI,England,Adil Rashid,Right,16.3,Spin,Short Ball,,Back Foot Defence,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Adil Rashid,Right,16.4,Spin,Full ball,,Front Foot Defence,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Adil Rashid,Right,16.5,Spin,Full ball,,Straight Drive,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Adil Rashid,Right,16.6,Spin,Full ball,,Straight Drive,1,,,
"12 Jul, 2018",Nottingham,ODI,England,Ben Stokes,Right,17.1,Fast,Full ball,,Front Foot Defence,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Ben Stokes,Right,17.2,Fast,Good length,,Flick,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Ben Stokes,Right,17.3,Fast,Full ball,,Cover Drive,1,,,
"12 Jul, 2018",Nottingham,ODI,England,Ben Stokes,Right,17.5,Fast,Full ball,,Off Drive,4,,,
"12 Jul, 2018",Nottingham,ODI,England,Ben Stokes,Right,17.6,Fast,Short Ball,,Pull Shot,2,,,
"12 Jul, 2018",Nottingham,ODI,England,Adil Rashid,Right,18.2,Spin,Full ball,,Cover Drive,1,,,
"12 Jul, 2018",Nottingham,ODI,England,Adil Rashid,Right,18.4,Spin,Topspin,,Back Foot Defence,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Adil Rashid,Right,18.5,Spin,Leg spin,,Off Drive,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Adil Rashid,Right,18.6,Spin,Leg spin,,Front Foot Defence,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Ben Stokes,Right,19.2,Fast,Short Ball,,Back Foot Defence,0,,,
"12 Jul, 2018",Nottingham,ODI,England,Ben Stokes,Right,19.3,Fast,Slower,,Back Foot Defence,0,,,
