Stadium,Match format,Bowling Hand,Over number,Bowler type,Delivery type,Bowler name,Runs/W
Colombo,ODI,Left,6.2,Fast,Outswinger,Isuru Udana,0
Colombo,ODI,Left,6.3,Fast,Straight Seam,Isuru Udana,2
Colombo,ODI,Left,6.4,Fast,Outswinger,Isuru Udana,0
Colombo,ODI,Left,6.5,Fast,Inswinger,Isuru Udana,0
Colombo,ODI,Left,6.6,Fast,Straight Seam,Isuru Udana,0
Colombo,ODI,Right,7.4,Fast,Inswinger,Thisara Perera,0
Colombo,ODI,Right,7.5,Fast,Inswinger,Thisara Perera,1
Colombo,ODI,Left,8.2,Fast,Straight Seam,Isuru Udana,4
Colombo,ODI,Left,8.3,Fast,Straight Seam,Isuru Udana,0
Colombo,ODI,Left,8.4,Fast,Inswinger,Isuru Udana,0
Colombo,ODI,Left,8.5,Fast,Straight Seam,Isuru Udana,0
Colombo,ODI,Left,8.6,Fast,Straight Seam,Isuru Udana,0
Colombo,ODI,Right,9.2,Fast,Outswinger,Angelo Mathews,0
Colombo,ODI,Right,9.3,Fast,Straight Seam,Angelo Mathews,1
Colombo,ODI,Right,9.5,Fast,Inswinger,Angelo Mathews,0
Colombo,ODI,Right,9.6,Fast,Straight Seam,Angelo Mathews,0
Colombo,ODI,Left,10.4,Fast,Outswinger,Isuru Udana,0
Colombo,ODI,Left,10.5,Fast,Straight Seam,Isuru Udana,0
Colombo,ODI,Left,10.6,Fast,Outswinger,Isuru Udana,1
Colombo,ODI,Right,11.1,Fast,Straight Seam,Angelo Mathews,0
Colombo,ODI,Right,11.2,Fast,Outswinger,Angelo Mathews,1
Colombo,ODI,Right,11.5,Fast,Straight Seam,Angelo Mathews,2
Colombo,ODI,Right,11.6,Fast,Outswinger,Angelo Mathews,1
Colombo,ODI,Left,12.1,Fast,Outswinger,Isuru Udana,0
Colombo,ODI,Left,12.2,Fast,Straight Seam,Isuru Udana,2
Colombo,ODI,Left,12.3,Fast,Outswinger,Isuru Udana,1
Colombo,ODI,Left,12.5,Fast,Inswinger,Isuru Udana,1
Colombo,ODI,Right,13.1,Fast,Straight Seam,Angelo Mathews,0
Colombo,ODI,Right,13.2,Fast,Inswinger,Angelo Mathews,2
Colombo,ODI,Right,13.3,Fast,Inswinger,Angelo Mathews,0
Colombo,ODI,Right,13.4,Fast,Straight Seam,Angelo Mathews,1
Colombo,ODI,Left,14.1,Spin,Off Spin,Rangana Herath,0
Colombo,ODI,Left,14.2,Spin,Off Spin,Rangana Herath,1
Colombo,ODI,Left,14.4,Spin,Off Spin,Rangana Herath,0
Colombo,ODI,Left,14.5,Spin,Off Spin,Rangana Herath,0
Colombo,ODI,Left,14.6,Spin,Off Spin,Rangana Herath,1
Colombo,ODI,Right,15.1,Fast,Straight Seam,T.Dilshan,1
Colombo,ODI,Left,16.1,Spin,Off Spin,Rangana Herath,0
Colombo,ODI,Left,16.2,Spin,Off Spin,Rangana Herath,1
Colombo,ODI,Left,16.4,Spin,Off Spin,Rangana Herath,1
Colombo,ODI,Left,16.6,Spin,Off Spin,Rangana Herath,0
Colombo,ODI,Right,17.3,Fast,Straight Seam,T.Dilshan,1
Colombo,ODI,Right,17.5,Fast,Straight Seam,T.Dilshan,0
Colombo,ODI,Right,17.6,Fast,Straight Seam,T.Dilshan,1
Colombo,ODI,Left,18.1,Spin,Off Spin,Rangana Herath,1
Colombo,ODI,Left,18.3,Spin,Off Spin,Rangana Herath,1
Colombo,ODI,Left,18.6,Spin,Off Spin,Rangana Herath,0
Colombo,ODI,Right,19.2,Fast,Straight Seam,T.Dilshan,0
Colombo,ODI,Right,19.3,Fast,Straight Seam,T.Dilshan,0
Colombo,ODI,Right,19.4,Fast,Straight Seam,T.Dilshan,1
Colombo,ODI,Left,20.2,Spin,Off Spin,Rangana Herath,1
Colombo,ODI,Left,20.4,Spin,Off Spin,Rangana Herath,0
Colombo,ODI,Left,20.5,Spin,Topspin ,Rangana Herath,W
Colombo,ODI,Right,0.6,Fast,Straight Seam,Lasith Malinga,0
Colombo,ODI,Right,2.1,Fast,Straight Seam,Lasith Malinga,0
Colombo,ODI,Right,2.2,Fast,Straight Seam,Lasith Malinga,0
Colombo,ODI,Right,2.3,Fast,Straight Seam,Lasith Malinga,1
Colombo,ODI,Right,2.5,Fast,Inswinger,Lasith Malinga,0
Colombo,ODI,Right,2.6,Fast,Straight Seam,Lasith Malinga,0
Colombo,ODI,Right,3.3,Fast,Straight Seam,Thisara Perera,1
Colombo,ODI,Right,4.1,Fast,Straight Seam,Lasith Malinga,1
Colombo,ODI,Right,4.3,Fast,Straight Seam,Lasith Malinga,4
Colombo,ODI,Right,4.4,Fast,Full Toss,Lasith Malinga,0
Colombo,ODI,Right,4.5,Fast,Inswinger,Lasith Malinga,1
Colombo,ODI,Right,5.1,Fast,Straight Seam,Thisara Perera,2
Colombo,ODI,Right,5.2,Fast,Straight Seam,Thisara Perera,0
Colombo,ODI,Right,5.3,Fast,Straight Seam,Thisara Perera,1
Colombo,ODI,Right,6.1,Fast,Straight Seam,Lasith Malinga,0
Colombo,ODI,Right,6.2,Fast,Straight Seam,Lasith Malinga,0
Colombo,ODI,Right,6.3,Fast,Straight Seam,Lasith Malinga,1
Colombo,ODI,Right,6.5,Fast,Straight Seam,Lasith Malinga,0
Colombo,ODI,Right,6.6,Fast,Inswinger,Lasith Malinga,0
Colombo,ODI,Right,7.6,Fast,Straight Seam,Angelo Mathews,0
Colombo,ODI,Right,8.5,Fast,Straight Seam,Lasith Malinga,0
Colombo,ODI,Right,8.6,Fast,Straight Seam,Lasith Malinga,2
Colombo,ODI,Right,10.1,Fast,Inswinger,Nuwan Pradeep,1
Colombo,ODI,Right,11.1,Fast,Straight Seam,Angelo Mathews,0
Colombo,ODI,Right,11.2,Fast,Straight Seam,Angelo Mathews,0
Colombo,ODI,Right,11.3,Fast,Straight Seam,Angelo Mathews,0
Colombo,ODI,Right,11.4,Fast,Straight Seam,Angelo Mathews,1
Colombo,ODI,Right,12.1,Fast,Straight Seam,Nuwan Pradeep,1
Colombo,ODI,Right,13.1,Fast,Outswinger,Angelo Mathews,0
Colombo,ODI,Right,13.2,Fast,Straight Seam,Angelo Mathews,0
Colombo,ODI,Right,13.3,Fast,Bouncer,Angelo Mathews,1
Colombo,ODI,Right,14.1,Fast,Straight Seam,Nuwan Pradeep,0
Colombo,ODI,Right,14.2,Fast,Straight Seam,Nuwan Pradeep,0
Colombo,ODI,Right,14.3,Fast,Straight Seam,Nuwan Pradeep,1
Colombo,ODI,Right,15.1,Fast,Bouncer,Thisara Perera,1
Colombo,ODI,Right,16.1,Fast,Straight Seam,Nuwan Pradeep,0
Colombo,ODI,Right,16.1,Fast,Straight Seam,Nuwan Pradeep,0
Colombo,ODI,Right,16.3,Fast,Straight Seam,Nuwan Pradeep,2
Colombo,ODI,Right,16.3,Fast,Inswinger,Nuwan Pradeep,1
Colombo,ODI,Right,17.1,Fast,Straight Seam,Thisara Perera,0
Colombo,ODI,Right,17.2,Fast,Straight Seam,Thisara Perera,1
Colombo,ODI,Right,17.6,Fast,Outswinger,Thisara Perera,1
Colombo,ODI,Right,18.1,Fast,Straight Seam,Nuwan Pradeep,4
Colombo,ODI,Right,18.2,Fast,Straight Seam,Nuwan Pradeep,6
Colombo,ODI,Right,18.3,Fast,Straight Seam,Nuwan Pradeep,0
Colombo,ODI,Right,18.4,Fast,Bouncer,Nuwan Pradeep,1
Colombo,ODI,Right,19.1,Fast,Straight Seam,Angelo Mathews,0
Colombo,ODI,Right,19.2,Fast,Inswinger,Angelo Mathews,1
Colombo,ODI,Right,19.4,Fast,Inswinger,Angelo Mathews,1
Colombo,ODI,Left,20.1,Spin,Off Spin,Rangana Herath,0
Colombo,ODI,Left,20.2,Spin,Off Spin,Rangana Herath,0
Colombo,ODI,Left,20.3,Spin,Off Spin,Rangana Herath,0
Colombo,ODI,Left,20.4,Spin,Off Spin,Rangana Herath,1
Colombo,ODI,Left,20.6,Spin,Off Spin,Rangana Herath,0
Colombo,ODI,Left,22.1,Spin,Off Spin,Rangana Herath,1
Colombo,ODI,Left,22.4,Spin,Off Spin,Rangana Herath,1
Colombo,ODI,Right,23.1,Spin,Leg Spin,Jeevan Mendis,0
Colombo,ODI,Right,23.2,Spin,Leg Spin,Jeevan Mendis,1
Colombo,ODI,Left,24.1,Spin,Off Spin,Rangana Herath,1
Colombo,ODI,Left,24.6,Spin,Off Spin,Rangana Herath,1
Colombo,ODI,Right,25.1,Spin,Leg Spin,Jeevan Mendis,1
Colombo,ODI,Right,25.5,Spin,Leg Spin,Jeevan Mendis,2
Colombo,ODI,Right,25.6,Spin,Leg Spin,Jeevan Mendis,1
Colombo,ODI,Left,26.1,Spin,Off Spin,Rangana Herath,1
Colombo,ODI,Right,27.3,Spin,Leg Spin,Jeevan Mendis,1
Colombo,ODI,Right,27.5,Spin,Leg Spin,Jeevan Mendis,1
Colombo,ODI,Left,28.1,Spin,Off Spin,Rangana Herath,1
Colombo,ODI,Left,28.5,Spin,Off Spin,Rangana Herath,1
Colombo,ODI,Right,29.4,Spin,Leg Spin,Jeevan Mendis,0
Colombo,ODI,Right,29.5,Spin,Leg Spin,Jeevan Mendis,2
Colombo,ODI,Right,29.6,Spin,Leg Spin,Jeevan Mendis,0
Colombo,ODI,Left,30.2,Spin,Off Spin,Rangana Herath,1
Colombo,ODI,Left,30.4,Spin,Off Spin,Rangana Herath,4
Colombo,ODI,Left,30.5,Spin,Off Spin,Rangana Herath,0
Colombo,ODI,Left,30.6,Spin,Off Spin,Rangana Herath,1
Colombo,ODI,Right,31.1,Spin,Leg Spin,Jeevan Mendis,4
Colombo,ODI,Right,31.2,Spin,Leg Spin,Jeevan Mendis,1
Colombo,ODI,Right,31.4,Spin,Leg Spin,Jeevan Mendis,1
Colombo,ODI,Right,32.1,Fast,Straight Seam,Nuwan Pradeep,4
Colombo,ODI,Right,32.2,Fast,Straight Seam,Nuwan Pradeep,0
Colombo,ODI,Right,32.3,Fast,Straight Seam,Nuwan Pradeep,1
Colombo,ODI,Right,32.6,Fast,Straight Seam,Nuwan Pradeep,1
Colombo,ODI,Right,33.1,Spin,Straight Seam,Jeevan Mendis,2
Colombo,ODI,Right,33.2,Spin,Leg Spin,Jeevan Mendis,0
Colombo,ODI,Right,33.3,Spin,Leg Spin,Jeevan Mendis,1
Colombo,ODI,Right,33.5,Spin,Leg Spin,Jeevan Mendis,0
Colombo,ODI,Right,33.6,Spin,Leg Spin,Jeevan Mendis,1
Colombo,ODI,Right,34.1,Fast,Bouncer,Nuwan Pradeep,0
Colombo,ODI,Right,34.2,Fast,Straight Seam,Nuwan Pradeep,0
Colombo,ODI,Right,34.4,Fast,Straight Seam,Nuwan Pradeep,0
Colombo,ODI,Right,34.5,Fast,Straight Seam,Nuwan Pradeep,0
Colombo,ODI,Right,34.6,Fast,Bouncer,Nuwan Pradeep,1
Colombo,ODI,Right,35.1,Fast,Straight Seam,Lasith Malinga,0
Colombo,ODI,Right,35.2,Fast,Straight Seam,Lasith Malinga,0
Colombo,ODI,Right,35.3,Fast,Straight Seam,Lasith Malinga,0
Colombo,ODI,Right,35.4,Fast,Inswinger,Lasith Malinga,0
Colombo,ODI,Right,35.5,Fast,Straight Seam,Lasith Malinga,1
Colombo,ODI,Right,36.2,Fast,Straight Seam,Nuwan Pradeep,1
Colombo,ODI,Right,37.1,Fast,Straight Seam,Lasith Malinga,1
Colombo,ODI,Right,37.3,Fast,Straight Seam,Lasith Malinga,2
Colombo,ODI,Right,37.4,Fast,Straight Seam,Lasith Malinga,1
Colombo,ODI,Right,37.6,Fast,Straight Seam,Lasith Malinga,2
Colombo,ODI,Right,38.4,Fast,Straight Seam,Thisara Perera,0
Colombo,ODI,Right,38.5,Fast,Straight Seam,Thisara Perera,4
Colombo,ODI,Right,38.6,Fast,Inswinger,Thisara Perera,6
Colombo,ODI,Right,39.2,Fast,Straight Seam,Lasith Malinga,4
Colombo,ODI,Right,39.3,Fast,Straight Seam,Lasith Malinga,0
Colombo,ODI,Right,39.4,Fast,Straight Seam,Lasith Malinga,2
Colombo,ODI,Right,39.5,Fast,Inswinger,Lasith Malinga,4
Colombo,ODI,Right,39.6,Fast,Straight Seam,Lasith Malinga,2
Colombo,ODI,Right,40.2,Fast,Straight Seam,T.Dilshan,0
Colombo,ODI,Right,40.3,Fast,Straight Seam,T.Dilshan,1
Colombo,ODI,Right,40.5,Fast,Straight Seam,T.Dilshan,1
Colombo,ODI,Left,41.1,Spin,Off Spin,Rangana Herath,4
Colombo,ODI,Left,41.2,Spin,Off Spin,Rangana Herath,4
Colombo,ODI,Left,41.3,Spin,Off Spin,Rangana Herath,0
Colombo,ODI,Left,41.4,Spin,Off Spin,Rangana Herath,2
Colombo,ODI,Left,41.5,Spin,Off Spin,Rangana Herath,4
Colombo,ODI,Left,41.6,Spin,Off Spin,Rangana Herath,4
Pallekele,ODI,Right,5.2,Fast,Straight Seam,Thisara Perera,0
Pallekele,ODI,Right,5.3,Fast,Straight Seam,Thisara Perera,0
Pallekele,ODI,Right,5.4,Fast,Straight Seam,Thisara Perera,0
Pallekele,ODI,Right,5.5,Fast,Straight Seam,Thisara Perera,0
Pallekele,ODI,Right,5.6,Fast,Inswinger,Thisara Perera,2
Pallekele,ODI,Right,6.2,Fast,Straight Seam,Angelo Mathews,0
Pallekele,ODI,Right,6.3,Fast,Straight Seam,Angelo Mathews,0
Pallekele,ODI,Right,6.4,Fast,Straight Seam,Angelo Mathews,1
Pallekele,ODI,Right,7.1,Fast,Straight Seam,Thisara Perera,0
Pallekele,ODI,Right,7.2,Fast,Full Toss,Thisara Perera,0
Pallekele,ODI,Right,7.3,Fast,Inswinger,Thisara Perera,1
Pallekele,ODI,Right,7.5,Fast,Straight Seam,Thisara Perera,0
Pallekele,ODI,Right,7.6,Fast,Straight Seam,Thisara Perera,0
Pallekele,ODI,Right,8.2,Fast,Straight Seam,Angelo Mathews,0
Pallekele,ODI,Right,8.3,Fast,Straight Seam,Angelo Mathews,0
Pallekele,ODI,Right,8.4,Fast,Straight Seam,Angelo Mathews,4
Pallekele,ODI,Right,8.5,Fast,Straight Seam,Angelo Mathews,2
Pallekele,ODI,Right,8.6,Fast,Straight Seam,Angelo Mathews,0
Pallekele,ODI,Right,9.6,Fast,Inswinger,Thisara Perera,1
Pallekele,ODI,Right,10.1,Fast,Straight Seam,Angelo Mathews,2
Pallekele,ODI,Right,10.2,Fast,Straight Seam,Angelo Mathews,0
Pallekele,ODI,Right,10.3,Fast,Straight Seam,Angelo Mathews,0
Pallekele,ODI,Right,10.4,Fast,Inswinger,Angelo Mathews,1
Pallekele,ODI,Right,11.1,Fast,Straight Seam,Lasith Malinga,1
Pallekele,ODI,Right,11.3,Fast,Straight Seam,Lasith Malinga,4
Pallekele,ODI,Right,11.4,Fast,Straight Seam,Lasith Malinga,0
Pallekele,ODI,Right,11.5,Fast,Straight Seam,Lasith Malinga,0
Pallekele,ODI,Right,11.6,Fast,Straight Seam,Lasith Malinga,0
Pallekele,ODI,Right,12.5,Fast,Straight Seam,Nuwan Pradeep,0
Pallekele,ODI,Right,12.6,Fast,Straight Seam,Nuwan Pradeep,0
Pallekele,ODI,Right,13.2,Spin,Off Spin,Sachithra Senanayke,1
Pallekele,ODI,Right,13.4,Spin,Off Spin,Sachithra Senanayke,1
Pallekele,ODI,Right,14.1,Fast,Straight Seam,Nuwan Pradeep,2
Pallekele,ODI,Right,14.2,Fast,Straight Seam,Nuwan Pradeep,0
Pallekele,ODI,Right,14.3,Fast,Straight Seam,Nuwan Pradeep,W
Chennai,ODI,Left,5.4,Fast,Inswinger,Junaid Khan,W
Eden Garden,ODI,Left,9.6,Fast,Inswinger,Junaid Khan,0
Eden Garden,ODI,Left,10.2,Fast,Inswinger,Mohammad Irfan,0
Eden Garden,ODI,Left,10.3,Fast,Inswinger,Mohammad Irfan,2
Eden Garden,ODI,Left,10.4,Fast,Inswinger,Mohammad Irfan,0
Eden Garden,ODI,Left,10.5,Fast,Inswinger,Mohammad Irfan,4
Eden Garden,ODI,Left,10.6,Fast,Inswinger,Mohammad Irfan,0
Eden Garden,ODI,Left,11.4,Fast,Inswinger,Junaid Khan,0
Eden Garden,ODI,Left,11.5,Fast,Inswinger,Junaid Khan,0
Eden Garden,ODI,Left,11.6,Fast,Inswinger,Junaid Khan,W
Delhi,ODI,Right,4.4,Fast,Inswinger,Mohammad Irfan,4
Delhi,ODI,Right,4.5,Fast,Inswinger,Mohammad Irfan,0
Delhi,ODI,Right,4.6,Fast,Inswinger,Mohammad Irfan,1
Delhi,ODI,Left,5.1,Fast,Inswinger,Junaid Khan,0
Delhi,ODI,Left,5.2,Fast,Inswinger,Junaid Khan,0
Delhi,ODI,Left,5.3,Fast,Inswinger,Junaid Khan,0
Delhi,ODI,Left,5.4,Fast,Inswinger,Junaid Khan,0
Delhi,ODI,Left,5.5,Fast,Inswinger,Junaid Khan,0
Delhi,ODI,Left,5.6,Fast,Inswinger,Junaid Khan,0
Delhi,ODI,Left,7.1,Fast,Inswinger,Junaid Khan,0
Delhi,ODI,Left,7.2,Fast,Inswinger,Junaid Khan,0
Delhi,ODI,Left,7.3,Fast,Inswinger,Junaid Khan,1
Delhi,ODI,Right,8.1,Fast,Inswinger,Mohammad Irfan,0
Delhi,ODI,Right,8.2,Fast,Inswinger,Mohammad Irfan,1
Delhi,ODI,Left,9.1,Fast,Inswinger,Junaid Khan,0
Delhi,ODI,Left,9.2,Fast,Inswinger,Junaid Khan,0
Delhi,ODI,Left,9.3,Fast,Inswinger,Junaid Khan,W
Rajkot,ODI,Right,17.4,Spin,Off Spin,Joe Root ,1
Rajkot,ODI,Right,17.6,Spin,Off Spin,Joe Root ,0
Rajkot,ODI,Right,18.3,Spin,Off Spin,James Tredwell,1
Rajkot,ODI,Right,19.4,Spin,Off Spin,Joe Root ,0
Rajkot,ODI,Right,19.5,Spin,Off Spin,Joe Root ,0
Rajkot,ODI,Right,19.6,Spin,Off Spin,Joe Root ,0
Rajkot,ODI,Right,20.4,Spin,Off Spin,James Tredwell,1
Rajkot,ODI,Right,20.6,Spin,Off Spin,James Tredwell,1
Rajkot,ODI,Right,21.1,Fast,Straight Seam,Tim Bresnen,0
Rajkot,ODI,Right,21.2,Fast,Straight Seam,Tim Bresnen,1
Rajkot,ODI,Right,22.5,Fast,Straight Seam,Tim Bresnen,1
Rajkot,ODI,Right,22.6,Spin,Straight Seam,Joe Root ,4
Rajkot,ODI,Right,23.1,Spin,Off Spin,Joe Root ,1
Rajkot,ODI,Right,23.3,Fast,Off Spin,Tim Bresnen,0
Rajkot,ODI,Right,23.4,Fast,Straight Seam,Tim Bresnen,1
Rajkot,ODI,Right,23.6,Fast,Inswinger,Tim Bresnen,1
Rajkot,ODI,Right,24.1,Fast,Straight Seam,Jade Dernbach,0
Rajkot,ODI,Right,24.2,Fast,Straight Seam,Jade Dernbach,0
Rajkot,ODI,Right,24.3,Fast,Straight Seam,Jade Dernbach,1
Rajkot,ODI,Right,25.1,Fast,Inswinger,Tim Bresnen,0
Rajkot,ODI,Right,25.2,Fast,Straight Seam,Tim Bresnen,1
Rajkot,ODI,Right,25.4,Fast,Straight Seam,Tim Bresnen,W
Kochi,ODI,Right,4.6,Fast,Straight Seam,Steven Finn,0
Kochi,ODI,Right,5.3,Fast,Straight Seam,Jade Dernbach,0
Kochi,ODI,Right,5.4,Fast,Inswinger,Jade Dernbach,0
Kochi,ODI,Right,5.5,Fast,Straight Seam,Jade Dernbach,4
Kochi,ODI,Right,5.6,Fast,Outswinger,Jade Dernbach,0
Kochi,ODI,Right,6.4,Fast,Straight Seam,Steven Finn,0
Kochi,ODI,Right,6.5,Fast,Inswinger,Steven Finn,0
Kochi,ODI,Right,6.6,Fast,Straight Seam,Steven Finn,0
Kochi,ODI,Right,7.3,Fast,Inswinger,Jade Dernbach,1
Kochi,ODI,Right,7.6,Fast,Straight Seam,Jade Dernbach,1
Kochi,ODI,Right,8.1,Fast,Outswinger,Steven Finn,1
Kochi,ODI,Right,8.3,Fast,Straight Seam,Steven Finn,0
Kochi,ODI,Right,8.4,Fast,Outswinger,Steven Finn,1
Kochi,ODI,Right,9.1,Fast,Outswinger,Chirs Wokes,0
Kochi,ODI,Right,9.2,Fast,Straight Seam,Chirs Wokes,0
Kochi,ODI,Right,9.3,Fast,Outswinger,Chirs Wokes,0
Kochi,ODI,Right,9.4,Fast,Inswinger,Chirs Wokes,1
Kochi,ODI,Right,10.1,Fast,Straight Seam,Samit Patel,0
Kochi,ODI,Right,10.2,Fast,Inswinger,Samit Patel,1
Kochi,ODI,Right,10.4,Fast,Inswinger,Samit Patel,1
Kochi,ODI,Right,10.6,Fast,Straight Seam,Samit Patel,0
Kochi,ODI,Right,11.3,Fast,Outswinger,Chirs Wokes,1
Kochi,ODI,Right,11.6,Fast,Straight Seam,Chirs Wokes,0
Kochi,ODI,Right,13.1,Fast,Outswinger,Chirs Wokes,1
Kochi,ODI,Right,14.1,Fast,Outswinger,Samit Patel,1
Kochi,ODI,Right,14.2,Fast,Straight Seam,Samit Patel,0
Kochi,ODI,Right,14.3,Fast,Outswinger,Samit Patel,1
Kochi,ODI,Right,14.5,Fast,Outswinger,Samit Patel,1
Kochi,ODI,Right,16.1,Fast,Straight Seam,Samit Patel,0
Kochi,ODI,Right,16.2,Fast,Outswinger,Samit Patel,1
Kochi,ODI,Right,17.4,Spin,Off Spin,James Tredwell,0
Kochi,ODI,Right,17.5,Spin,Off Spin,James Tredwell,1
Kochi,ODI,Right,18.1,Fast,Straight Seam,Samit Patel,1
Kochi,ODI,Right,18.4,Fast,Outswinger,Samit Patel,0
Kochi,ODI,Right,18.5,Fast,Straight Seam,Samit Patel,0
Kochi,ODI,Right,18.6,Fast,Straight Seam,Samit Patel,1
Kochi,ODI,Right,19.1,Spin,Off Spin,James Tredwell,1
Kochi,ODI,Right,19.4,Spin,Outswinger,James Tredwell,1
Kochi,ODI,Right,20.1,Fast,Straight Seam,Samit Patel,0
Kochi,ODI,Right,20.2,Fast,Outswinger,Samit Patel,0
Kochi,ODI,Right,20.3,Fast,Outswinger,Samit Patel,1
Kochi,ODI,Right,20.6,Fast,Straight Seam,Samit Patel,0
Kochi,ODI,Right,21.2,Spin,Off Spin,James Tredwell,0
Kochi,ODI,Right,21.3,Spin,Off Spin,James Tredwell,1
Kochi,ODI,Right,21.6,Spin,Off Spin,James Tredwell,2
Kochi,ODI,Right,22.2,Fast,Outswinger,Samit Patel,1
Kochi,ODI,Right,22.6,Fast,Straight Seam,Samit Patel,6
Kochi,ODI,Right,23.3,Spin,Outswinger,James Tredwell,1
Kochi,ODI,Right,24.2,Fast,Outswinger,Samit Patel,0
Kochi,ODI,Right,24.3,Fast,Straight Seam,Samit Patel,1
Kochi,ODI,Right,25.1,Spin,Off Spin,James Tredwell,1
Kochi,ODI,Right,25.6,Spin,Off Spin,James Tredwell,1
Kochi,ODI,Right,26.1,Fast,Straight Seam,Chirs Wokes,0
Kochi,ODI,Right,26.2,Fast,Straight Seam,Chirs Wokes,W
Ranchi,ODI,Right,2.6,Fast,Inswinger,Steven Finn,0
Ranchi,ODI,Right,3.3,Fast,Straight Seam,Jade Dernbach,0
Ranchi,ODI,Right,3.4,Fast,Outswinger,Jade Dernbach,0
Ranchi,ODI,Right,3.5,Fast,Straight Seam,Jade Dernbach,1
Ranchi,ODI,Right,4.1,Fast,Inswinger,Steven Finn,0
Ranchi,ODI,Right,4.2,Fast,Straight Seam,Steven Finn,0
Ranchi,ODI,Right,4.3,Fast,Inswinger,Steven Finn,0
Ranchi,ODI,Right,4.4,Fast,Straight Seam,Steven Finn,1
Ranchi,ODI,Right,5.1,Fast,Outswinger,Jade Dernbach,0
Ranchi,ODI,Right,5.2,Fast,Straight Seam,Jade Dernbach,4
Ranchi,ODI,Right,5.3,Fast,Outswinger,Jade Dernbach,4
Ranchi,ODI,Right,5.4,Fast,Outswinger,Jade Dernbach,4
Ranchi,ODI,Right,5.5,Fast,Straight Seam,Jade Dernbach,0
Ranchi,ODI,Right,5.6,Fast,Outswinger,Jade Dernbach,0
Ranchi,ODI,Right,6.3,Fast,Inswinger,Steven Finn,1
Ranchi,ODI,Right,7.1,Fast,Straight Seam,Tim Bresnen,4
Ranchi,ODI,Right,7.2,Fast,Inswinger,Tim Bresnen,1
Ranchi,ODI,Right,7.4,Fast,Inswinger,Tim Bresnen,0
Ranchi,ODI,Right,7.5,Fast,Straight Seam,Tim Bresnen,1
Ranchi,ODI,Right,9.1,Fast,Straight Seam,Tim Bresnen,0
Ranchi,ODI,Right,9.2,Fast,Inswinger,Tim Bresnen,0
Ranchi,ODI,Right,9.3,Fast,Straight Seam,Tim Bresnen,1
Ranchi,ODI,Right,10.1,Fast,Straight Seam,Steven Finn,0
Ranchi,ODI,Right,10.2,Fast,Outswinger,Steven Finn,0
Ranchi,ODI,Right,10.3,Fast,Straight Seam,Steven Finn,4
Ranchi,ODI,Right,10.4,Fast,Inswinger,Steven Finn,4
Ranchi,ODI,Right,10.5,Fast,Straight Seam,Steven Finn,0
Ranchi,ODI,Right,10.6,Fast,Outswinger,Steven Finn,1
Ranchi,ODI,Right,11.1,Fast,Inswinger,Tim Bresnen,0
Ranchi,ODI,Right,11.2,Fast,Straight Seam,Tim Bresnen,0
Ranchi,ODI,Right,11.3,Fast,Inswinger,Tim Bresnen,0
Ranchi,ODI,Right,11.4,Fast,Inswinger,Tim Bresnen,0
Ranchi,ODI,Right,11.5,Fast,Straight Seam,Tim Bresnen,0
Ranchi,ODI,Right,11.6,Fast,Straight Seam,Tim Bresnen,0
Ranchi,ODI,Right,12.2,Fast,Inswinger,Steven Finn,0
Ranchi,ODI,Right,12.3,Fast,Straight Seam,Steven Finn,1
Ranchi,ODI,Right,14.1,Fast,Inswinger,Steven Finn,4
Ranchi,ODI,Right,14.2,Fast,Inswinger,Steven Finn,0
Ranchi,ODI,Right,14.3,Fast,Straight Seam,Steven Finn,2
Ranchi,ODI,Right,14.4,Fast,Straight Seam,Steven Finn,1
Ranchi,ODI,Right,15.3,Spin,Off Spin,James Tredwell,0
Ranchi,ODI,Right,15.4,Spin,Off Spin,James Tredwell,0
Ranchi,ODI,Right,15.5,Spin,Off Spin,James Tredwell,2
Ranchi,ODI,Right,15.6,Spin,Off Spin,James Tredwell,0
Ranchi,ODI,Right,16.3,Fast,Outswinger,Tim Bresnen,0
Ranchi,ODI,Right,16.4,Fast,Inswinger,Tim Bresnen,0
Ranchi,ODI,Right,16.5,Fast,Straight Seam,Tim Bresnen,0
Ranchi,ODI,Right,16.6,Fast,Inswinger,Tim Bresnen,0
Ranchi,ODI,Right,18.1,Fast,Inswinger,Tim Bresnen,0
Ranchi,ODI,Right,18.2,Fast,Straight Seam,Tim Bresnen,0
Ranchi,ODI,Right,18.3,Fast,Straight Seam,Tim Bresnen,4
Ranchi,ODI,Right,18.4,Fast,Straight Seam,Tim Bresnen,1
Ranchi,ODI,Right,19.1,Spin,Off Spin,James Tredwell,0
Ranchi,ODI,Right,19.2,Spin,Off Spin,James Tredwell,0
Ranchi,ODI,Right,19.3,Spin,Off Spin,James Tredwell,0
Ranchi,ODI,Right,19.4,Spin,Off Spin,James Tredwell,2
Ranchi,ODI,Right,19.5,Spin,Off Spin,James Tredwell,1
Ranchi,ODI,Right,20.1,Fast,Straight Seam,Tim Bresnen,2
Ranchi,ODI,Right,20.2,Fast,Inswinger,Tim Bresnen,1
Ranchi,ODI,Right,21.1,Spin,Off Spin,James Tredwell,0
Ranchi,ODI,Right,21.2,Spin,Off Spin,James Tredwell,0
Ranchi,ODI,Right,21.6,Spin,Off Spin,James Tredwell,6
Ranchi,ODI,Right,21.4,Spin,Off Spin,James Tredwell,1
